trade_id,symbol,strategy,action,entry_date,exit_date,holding_days,entry_spot,exit_spot,contracts,entry_price,pnl_dollar,pnl_pct,close_reason
329,NVDA,BULL_PUT_SPREAD,SELL_CREDIT,2021-12-27,2022-01-12,16,30.84754753112793,27.910823822021484,30,0.33643768692554976,444.59,3.18,PROFIT_TARGET_50%
334,AAPL,BULL_PUT_SPREAD,SELL_CREDIT,2022-01-05,2022-01-12,7,170.86094665527344,171.45675659179688,30,0.5530547941218789,860.78,6.45,PROFIT_TARGET_50%
335,TSLA,BULL_PUT_SPREAD,SELL_CREDIT,2022-01-05,2022-01-12,7,362.7066650390625,368.739990234375,30,1.2306139987673212,1707.13,6.49,PROFIT_TARGET_50%
336,META,BEAR_CALL_SPREAD,SELL_CREDIT,2022-01-05,2022-01-13,8,321.3480529785156,323.6379699707031,30,1.2003513647300963,1634.42,6.19,PROFIT_TARGET_50%
337,SPY,BULL_PUT_SPREAD,SELL_CREDIT,2022-01-11,2022-01-18,7,441.9967651367188,429.5201110839844,30,1.0109459966563996,-4156.98,-15.41,STOP_LOSS
340,META,BEAR_CALL_SPREAD,SELL_CREDIT,2022-01-13,2022-01-18,5,323.6379699707031,315.3804626464844,30,1.058887071926744,1460.87,5.45,PROFIT_TARGET_50%
342,QQQ,BEAR_CALL_SPREAD,SELL_CREDIT,2022-01-14,2022-01-18,4,369.6761169433594,360.4733581542969,30,1.3313186663998096,2212.07,8.51,PROFIT_TARGET_50%
338,AAPL,BULL_PUT_SPREAD,SELL_CREDIT,2022-01-12,2022-01-19,7,171.45675659179688,162.37255859375,30,0.41518935056778616,-1784.0,-12.97,STOP_LOSS
343,QQQ,BEAR_CALL_SPREAD,SELL_CREDIT,2022-01-18,2022-01-20,2,360.4733581542969,351.8834533691406,30,1.0339340037060722,1939.2,7.21,PROFIT_TARGET_50%
344,NVDA,BEAR_CALL_SPREAD,SELL_CREDIT,2022-01-18,2022-01-20,2,25.82142448425293,24.073949813842773,30,0.44025610747758637,881.42,6.44,PROFIT_TARGET_50%
339,TSLA,BULL_PUT_SPREAD,SELL_CREDIT,2022-01-12,2022-01-21,9,368.739990234375,314.6333312988281,30,1.2172856257072695,-5271.47,-20.01,STOP_LOSS
341,MSFT,BEAR_CALL_SPREAD,SELL_CREDIT,2022-01-13,2022-01-21,8,293.0600280761719,284.6278991699219,30,1.1407923548253578,1843.57,6.94,PROFIT_TARGET_50%
345,META,BEAR_CALL_SPREAD,SELL_CREDIT,2022-01-18,2022-01-21,3,315.3804626464844,300.5309143066406,30,1.308363475208786,2379.42,9.13,PROFIT_TARGET_50%
347,AMD,BEAR_CALL_SPREAD,SELL_CREDIT,2022-01-20,2022-01-24,4,121.88999938964844,116.52999877929688,30,0.5713191552750523,894.36,6.73,PROFIT_TARGET_50%
346,QQQ,BEAR_CALL_SPREAD,SELL_CREDIT,2022-01-20,2022-01-25,5,351.8834533691406,335.7251892089844,30,1.2874209932657692,2578.5,9.87,PROFIT_TARGET_50%
349,NVDA,BEAR_CALL_SPREAD,SELL_CREDIT,2022-01-21,2022-01-25,4,23.300392150878903,22.253698348999023,30,0.7544386661919145,1004.94,7.89,PROFIT_TARGET_50%
352,AMD,BEAR_CALL_SPREAD,SELL_CREDIT,2022-01-24,2022-01-26,2,116.52999877929688,110.70999908447266,30,0.7095636716027904,926.25,7.2,PROFIT_TARGET_50%
348,SPY,BEAR_CALL_SPREAD,SELL_CREDIT,2022-01-21,2022-01-27,6,412.1037902832031,405.7619018554688,30,1.183638064079986,1591.05,6.02,PROFIT_TARGET_50%
350,META,BEAR_CALL_SPREAD,SELL_CREDIT,2022-01-21,2022-01-27,6,300.5309143066406,292.0751342773437,30,1.3460709071755659,2048.63,7.89,PROFIT_TARGET_50%
355,TSLA,BEAR_CALL_SPREAD,SELL_CREDIT,2022-01-26,2022-01-27,1,312.4700012207031,276.3666687011719,30,1.4000291632632411,2372.22,9.19,PROFIT_TARGET_50%
353,QQQ,BEAR_CALL_SPREAD,SELL_CREDIT,2022-01-25,2022-01-31,6,335.7251892089844,353.17730712890625,30,1.121605006059493,-3912.54,-14.69,STOP_LOSS
357,TSLA,BEAR_CALL_SPREAD,SELL_CREDIT,2022-01-27,2022-01-31,4,276.3666687011719,312.239990234375,30,1.3639039473949879,-4578.83,-17.67,STOP_LOSS
358,AMD,BEAR_CALL_SPREAD,SELL_CREDIT,2022-01-27,2022-01-31,4,102.5999984741211,114.25,30,0.6989865250016205,-2566.04,-19.89,STOP_LOSS
354,NVDA,BEAR_CALL_SPREAD,SELL_CREDIT,2022-01-25,2022-02-01,7,22.253698348999023,24.560413360595703,30,0.48405585859411426,-1516.99,-11.2,STOP_LOSS
356,SPY,BEAR_CALL_SPREAD,SELL_CREDIT,2022-01-27,2022-02-02,6,405.7619018554688,430.329345703125,30,1.1912968351159776,-4126.62,-15.62,STOP_LOSS
351,MSFT,BEAR_CALL_SPREAD,SELL_CREDIT,2022-01-21,2022-02-03,13,284.6278991699219,289.646728515625,30,1.1707874214207976,1999.32,7.55,PROFIT_TARGET_50%
359,QQQ,BEAR_CALL_SPREAD,SELL_CREDIT,2022-01-31,2022-02-03,3,353.17730712890625,343.93560791015625,30,1.2908434237322055,1771.94,6.78,PROFIT_TARGET_50%
363,META,BEAR_CALL_SPREAD,SELL_CREDIT,2022-02-02,2022-02-03,1,320.1882629394531,235.6902618408203,30,1.2096541758005515,2181.94,8.27,PROFIT_TARGET_50%
361,TSLA,BEAR_CALL_SPREAD,SELL_CREDIT,2022-01-31,2022-02-07,7,312.239990234375,302.4466552734375,30,1.3516274786731657,2089.65,8.05,PROFIT_TARGET_50%
360,AAPL,BULL_PUT_SPREAD,SELL_CREDIT,2022-01-31,2022-02-08,8,170.7241973876953,170.9906005859375,30,0.5121329409343502,700.44,5.2,PROFIT_TARGET_50%
366,META,BEAR_CALL_SPREAD,SELL_CREDIT,2022-02-03,2022-02-08,5,235.6902618408203,218.2633056640625,30,0.6962491956733317,1047.12,8.11,PROFIT_TARGET_50%
362,AMD,BEAR_CALL_SPREAD,SELL_CREDIT,2022-02-01,2022-02-09,8,116.77999877929688,132.85000610351562,30,0.5756280502332487,-2696.17,-20.31,STOP_LOSS
364,SPY,BEAR_CALL_SPREAD,SELL_CREDIT,2022-02-03,2022-02-11,8,420.2144470214844,414.4372863769531,30,1.0519012736224909,1516.07,5.65,PROFIT_TARGET_50%
365,QQQ,BEAR_CALL_SPREAD,SELL_CREDIT,2022-02-03,2022-02-11,8,343.93560791015625,337.6221618652344,30,1.090246297920455,1751.48,6.55,PROFIT_TARGET_50%
368,AAPL,BULL_PUT_SPREAD,SELL_CREDIT,2022-02-08,2022-02-11,3,170.9906005859375,164.93650817871094,30,0.4637646104179467,-1547.49,-11.37,STOP_LOSS
370,MSFT,BEAR_CALL_SPREAD,SELL_CREDIT,2022-02-09,2022-02-11,2,299.22314453125,283.67596435546875,30,1.3433079302143014,2580.54,9.94,PROFIT_TARGET_50%
367,TSLA,BEAR_CALL_SPREAD,SELL_CREDIT,2022-02-07,2022-02-17,10,302.4466552734375,292.1166687011719,30,1.4132247861555882,2931.84,11.38,PROFIT_TARGET_50%
369,META,BEAR_CALL_SPREAD,SELL_CREDIT,2022-02-08,2022-02-17,9,218.2633056640625,205.90188598632807,30,0.7237675038735176,1147.04,8.94,PROFIT_TARGET_50%
371,SPY,BEAR_CALL_SPREAD,SELL_CREDIT,2022-02-11,2022-02-18,7,414.4372863769531,408.5753479003906,30,1.2241748598448865,1980.27,7.52,PROFIT_TARGET_50%
372,QQQ,BEAR_CALL_SPREAD,SELL_CREDIT,2022-02-11,2022-02-18,7,337.6221618652344,332.2231140136719,30,1.1393976428827486,1729.47,6.51,PROFIT_TARGET_50%
374,MSFT,BEAR_CALL_SPREAD,SELL_CREDIT,2022-02-11,2022-02-18,7,283.67596435546875,277.4122314453125,30,1.317525786624664,2184.25,8.39,PROFIT_TARGET_50%
375,NVDA,BEAR_CALL_SPREAD,SELL_CREDIT,2022-02-17,2022-02-22,5,24.42982292175293,23.316335678100582,30,0.31714136923464964,530.1,3.77,PROFIT_TARGET_50%
376,TSLA,BEAR_CALL_SPREAD,SELL_CREDIT,2022-02-17,2022-02-22,5,292.1166687011719,273.84332275390625,30,1.4083830743968093,2374.02,9.21,PROFIT_TARGET_50%
373,AMD,BEAR_CALL_SPREAD,SELL_CREDIT,2022-02-11,2022-02-23,12,113.18000030517578,109.76000213623048,30,0.7143264098708677,1312.05,10.2,PROFIT_TARGET_50%
377,SPY,BEAR_CALL_SPREAD,SELL_CREDIT,2022-02-18,2022-02-23,5,408.5753479003906,397.0208129882813,30,1.1689608063504906,1845.6,6.97,PROFIT_TARGET_50%
378,QQQ,BEAR_CALL_SPREAD,SELL_CREDIT,2022-02-18,2022-02-23,5,332.2231140136719,320.4617919921875,30,1.1419505986391485,2212.56,8.33,PROFIT_TARGET_50%
380,TSLA,BEAR_CALL_SPREAD,SELL_CREDIT,2022-02-22,2022-02-23,1,273.84332275390625,254.67999267578125,30,1.3427792038540218,1864.63,7.18,PROFIT_TARGET_50%
383,QQQ,BEAR_CALL_SPREAD,SELL_CREDIT,2022-02-23,2022-02-25,2,320.4617919921875,336.3671569824219,30,1.303496750235162,-4401.6,-16.87,STOP_LOSS
385,TSLA,BEAR_CALL_SPREAD,SELL_CREDIT,2022-02-23,2022-02-28,5,254.67999267578125,290.1433410644531,30,1.272578901627483,-5231.52,-19.98,STOP_LOSS
379,META,BEAR_CALL_SPREAD,SELL_CREDIT,2022-02-18,2022-03-01,11,204.3653259277344,201.71861267089844,30,0.6934114810916014,910.66,7.05,PROFIT_TARGET_50%
386,QQQ,BEAR_CALL_SPREAD,SELL_CREDIT,2022-02-25,2022-03-04,7,336.3671569824219,328.1275329589844,30,1.2838382799532653,2368.15,9.06,PROFIT_TARGET_50%
381,MSFT,BEAR_CALL_SPREAD,SELL_CREDIT,2022-02-22,2022-03-07,13,277.2099304199219,268.7217102050781,30,1.2764474663168812,2418.18,9.24,PROFIT_TARGET_50%
384,NVDA,BEAR_CALL_SPREAD,SELL_CREDIT,2022-02-23,2022-03-07,12,22.31650161743164,21.288389205932617,30,0.6608134344312913,1290.59,9.91,PROFIT_TARGET_50%
388,TSLA,BEAR_CALL_SPREAD,SELL_CREDIT,2022-03-01,2022-03-07,6,288.1233215332031,268.1933288574219,30,1.3670668170018274,2518.83,9.73,PROFIT_TARGET_50%
389,QQQ,BEAR_CALL_SPREAD,SELL_CREDIT,2022-03-04,2022-03-07,3,328.1275329589844,316.0258178710937,30,1.2978731731577469,2154.83,8.25,PROFIT_TARGET_50%
382,SPY,BEAR_CALL_SPREAD,SELL_CREDIT,2022-02-23,2022-03-08,13,397.0208129882813,391.6576232910156,30,1.2535317563710464,2432.49,9.27,PROFIT_TARGET_50%
387,AAPL,BEAR_CALL_SPREAD,SELL_CREDIT,2022-02-28,2022-03-08,8,161.49380493164062,153.98248291015625,30,0.5816873895762917,1080.93,8.15,PROFIT_TARGET_50%
395,AAPL,BEAR_CALL_SPREAD,SELL_CREDIT,2022-03-08,2022-03-11,3,153.98248291015625,151.33201599121094,30,0.571462671573979,881.93,6.64,PROFIT_TARGET_50%
390,QQQ,BEAR_CALL_SPREAD,SELL_CREDIT,2022-03-07,2022-03-14,7,316.0258178710937,309.5177917480469,30,1.1440416377552403,1884.74,7.09,PROFIT_TARGET_50%
392,TSLA,BEAR_CALL_SPREAD,SELL_CREDIT,2022-03-07,2022-03-14,7,268.1933288574219,255.4566650390625,30,1.3850448702733402,2638.65,10.21,PROFIT_TARGET_50%
391,NVDA,BEAR_CALL_SPREAD,SELL_CREDIT,2022-03-07,2022-03-16,9,21.288389205932617,24.423023223876957,30,0.48920932885212065,-2068.93,-15.29,STOP_LOSS
397,QQQ,BEAR_CALL_SPREAD,SELL_CREDIT,2022-03-14,2022-03-16,2,309.5177917480469,331.0653991699219,30,1.3425579314744738,-5977.48,-23.01,STOP_LOSS
398,TSLA,BEAR_CALL_SPREAD,SELL_CREDIT,2022-03-14,2022-03-17,3,255.4566650390625,290.5333251953125,30,1.3764940222260407,-5663.44,-21.89,STOP_LOSS
394,SPY,BEAR_CALL_SPREAD,SELL_CREDIT,2022-03-08,2022-03-18,10,391.6576232910156,419.556640625,30,1.1986128273758396,-4134.21,-15.66,STOP_LOSS
396,AAPL,BEAR_CALL_SPREAD,SELL_CREDIT,2022-03-11,2022-03-22,11,151.33201599121094,165.11256408691406,30,0.5256514741638512,-2350.86,-17.51,STOP_LOSS
401,TSLA,BEAR_CALL_SPREAD,SELL_CREDIT,2022-03-17,2022-03-22,5,290.5333251953125,331.32666015625,30,1.3481024143678084,-6402.4,-24.67,STOP_LOSS
393,AMD,BEAR_CALL_SPREAD,SELL_CREDIT,2022-03-07,2022-03-24,17,102.9499969482422,120.52999877929688,30,0.7290103460445962,-2334.45,-18.22,STOP_LOSS
400,NVDA,BEAR_CALL_SPREAD,SELL_CREDIT,2022-03-16,2022-03-24,8,24.423023223876957,28.06613540649414,30,0.41299187821858374,-1786.96,-12.99,STOP_LOSS
399,QQQ,BEAR_CALL_SPREAD,SELL_CREDIT,2022-03-16,2022-03-29,13,331.0653991699219,361.5423583984375,30,1.1305147784918503,-5261.0,-19.77,STOP_LOSS
402,META,BEAR_CALL_SPREAD,SELL_CREDIT,2022-03-18,2022-03-31,13,214.60543823242188,220.42434692382807,30,0.639279417790874,818.8,6.26,PROFIT_TARGET_50%
403,AAPL,BULL_PUT_SPREAD,SELL_CREDIT,2022-03-28,2022-04-04,7,171.74368286132812,174.52127075195312,30,0.47427109730302064,788.98,5.81,PROFIT_TARGET_50%
404,TSLA,BULL_PUT_SPREAD,SELL_CREDIT,2022-03-28,2022-04-04,7,363.9466552734375,381.8166809082031,30,1.185573273169716,2438.09,9.22,PROFIT_TARGET_50%
406,AMD,BEAR_CALL_SPREAD,SELL_CREDIT,2022-03-31,2022-04-06,6,109.33999633789062,103.66999816894533,30,0.7367383064711674,1210.64,9.47,PROFIT_TARGET_50%
409,QQQ,BULL_PUT_SPREAD,SELL_CREDIT,2022-04-04,2022-04-08,4,359.7015380859375,340.0751647949219,30,1.0929191487170833,-3829.07,-14.33,STOP_LOSS
407,META,BEAR_CALL_SPREAD,SELL_CREDIT,2022-03-31,2022-04-11,11,220.42434692382807,214.57568359375,30,0.6079078556035498,1290.57,9.79,PROFIT_TARGET_50%
408,MSFT,BULL_PUT_SPREAD,SELL_CREDIT,2022-04-01,2022-04-11,10,298.1173095703125,274.8398132324219,30,0.8652587388310558,-4668.17,-17.03,STOP_LOSS
410,AAPL,BULL_PUT_SPREAD,SELL_CREDIT,2022-04-04,2022-04-11,7,174.52127075195312,162.10997009277344,30,0.6512219303849669,-3446.53,-26.42,STOP_LOSS
412,QQQ,BEAR_CALL_SPREAD,SELL_CREDIT,2022-04-08,2022-04-12,4,340.0751647949219,330.6273498535156,30,1.38334462385982,2117.0,8.19,PROFIT_TARGET_50%
414,AMD,BEAR_CALL_SPREAD,SELL_CREDIT,2022-04-11,2022-04-14,3,97.37000274658205,93.05999755859376,30,0.6842845475647685,1046.78,8.09,PROFIT_TARGET_50%
415,META,BEAR_CALL_SPREAD,SELL_CREDIT,2022-04-11,2022-04-14,3,214.57568359375,208.350341796875,30,0.687403964427439,892.05,6.89,PROFIT_TARGET_50%
405,SPY,BULL_PUT_SPREAD,SELL_CREDIT,2022-03-30,2022-04-19,20,432.94036865234375,420.0475158691406,30,0.8938755791197792,2460.52,9.01,PROFIT_TARGET_50%
411,TSLA,BULL_PUT_SPREAD,SELL_CREDIT,2022-04-06,2022-04-19,13,348.586669921875,342.7166748046875,30,1.2472942629329253,2321.44,8.84,PROFIT_TARGET_50%
413,NVDA,BEAR_CALL_SPREAD,SELL_CREDIT,2022-04-11,2022-04-20,9,21.85169982910156,21.41799736022949,30,0.5994662929585246,895.6,6.78,PROFIT_TARGET_50%
418,META,BEAR_CALL_SPREAD,SELL_CREDIT,2022-04-14,2022-04-20,6,208.350341796875,198.67530822753903,30,0.7465706242064734,1231.81,9.65,PROFIT_TARGET_50%
416,QQQ,BEAR_CALL_SPREAD,SELL_CREDIT,2022-04-12,2022-04-21,9,330.6273498535156,325.4650573730469,30,1.0903010102952884,2297.58,8.6,PROFIT_TARGET_50%
417,AMD,BEAR_CALL_SPREAD,SELL_CREDIT,2022-04-14,2022-04-21,7,93.05999755859376,89.8499984741211,30,0.5968643365614472,1051.58,7.96,PROFIT_TARGET_50%
421,NVDA,BEAR_CALL_SPREAD,SELL_CREDIT,2022-04-20,2022-04-21,1,21.41799736022949,20.12286758422852,30,0.4803651437818186,663.31,4.89,PROFIT_TARGET_50%
422,META,BEAR_CALL_SPREAD,SELL_CREDIT,2022-04-20,2022-04-21,1,198.67530822753903,186.43284606933597,30,0.5975485470496764,931.36,7.05,PROFIT_TARGET_50%
419,SPY,BULL_PUT_SPREAD,SELL_CREDIT,2022-04-19,2022-04-22,3,420.0475158691406,402.1145629882813,30,0.9543919087110275,-6901.94,-25.43,STOP_LOSS
420,TSLA,BULL_PUT_SPREAD,SELL_CREDIT,2022-04-19,2022-04-26,7,342.7166748046875,292.1400146484375,30,1.1255335337333072,-8302.25,-31.18,STOP_LOSS
423,QQQ,BEAR_CALL_SPREAD,SELL_CREDIT,2022-04-21,2022-04-26,5,325.4650573730469,308.89715576171875,30,1.2118565238228882,2652.66,10.06,PROFIT_TARGET_50%
424,NVDA,BEAR_CALL_SPREAD,SELL_CREDIT,2022-04-21,2022-04-26,5,20.12286758422852,18.73202514648437,30,0.25933485320926125,491.7,3.46,PROFIT_TARGET_50%
425,AMD,BEAR_CALL_SPREAD,SELL_CREDIT,2022-04-21,2022-04-26,5,89.8499984741211,85.16000366210938,30,0.6160769493061746,972.93,7.4,PROFIT_TARGET_50%
426,META,BEAR_CALL_SPREAD,SELL_CREDIT,2022-04-21,2022-04-26,5,186.43284606933597,179.37481689453125,30,0.6636116699611065,1014.51,7.8,PROFIT_TARGET_50%
432,META,BEAR_CALL_SPREAD,SELL_CREDIT,2022-04-26,2022-04-28,2,179.37481689453125,203.9391021728516,30,0.7273774851812718,-4324.59,-33.74,STOP_LOSS
427,SPY,BEAR_CALL_SPREAD,SELL_CREDIT,2022-04-22,2022-04-29,7,402.1145629882813,388.8629150390625,30,1.0817193667924627,1903.79,7.12,PROFIT_TARGET_50%
431,AMD,BEAR_CALL_SPREAD,SELL_CREDIT,2022-04-26,2022-05-04,8,85.16000366210938,99.41999816894533,30,0.6198798927431426,-4116.24,-31.33,STOP_LOSS
435,NVDA,BEAR_CALL_SPREAD,SELL_CREDIT,2022-05-04,2022-05-05,1,20.273420333862305,18.787851333618164,30,0.28251237648116023,407.51,2.88,PROFIT_TARGET_50%
428,QQQ,BEAR_CALL_SPREAD,SELL_CREDIT,2022-04-26,2022-05-06,10,308.89715576171875,301.2121887207031,30,1.1422493228984862,2109.42,7.94,PROFIT_TARGET_50%
429,AAPL,BEAR_CALL_SPREAD,SELL_CREDIT,2022-04-26,2022-05-06,10,153.3565216064453,154.052001953125,30,0.739890725561839,1000.01,7.82,PROFIT_TARGET_50%
430,TSLA,BEAR_CALL_SPREAD,SELL_CREDIT,2022-04-26,2022-05-06,10,292.1400146484375,288.54998779296875,30,1.3102728537428732,1990.7,7.64,PROFIT_TARGET_50%
434,SPY,BEAR_CALL_SPREAD,SELL_CREDIT,2022-04-29,2022-05-06,7,388.8629150390625,388.2400207519531,30,1.189437676770595,1744.92,6.6,PROFIT_TARGET_50%
433,META,BEAR_CALL_SPREAD,SELL_CREDIT,2022-04-28,2022-05-09,11,203.9391021728516,194.50196838378903,30,0.7115827376307777,1293.14,10.05,PROFIT_TARGET_50%
436,AMD,BEAR_CALL_SPREAD,SELL_CREDIT,2022-05-05,2022-05-09,4,93.87000274658205,86.36000061035156,30,0.5163121612206947,935.36,6.95,PROFIT_TARGET_50%
438,QQQ,BEAR_CALL_SPREAD,SELL_CREDIT,2022-05-06,2022-05-09,3,301.2121887207031,289.4267578125,30,1.1711156898448927,1883.02,7.11,PROFIT_TARGET_50%
440,NVDA,BEAR_CALL_SPREAD,SELL_CREDIT,2022-05-06,2022-05-09,3,18.619356155395508,16.899499893188477,30,0.7350813840879173,1253.02,9.79,PROFIT_TARGET_50%
437,SPY,BEAR_CALL_SPREAD,SELL_CREDIT,2022-05-06,2022-05-10,4,388.2400207519531,376.6779479980469,30,1.2179167865152891,1843.43,7.0,PROFIT_TARGET_50%
439,AAPL,BEAR_CALL_SPREAD,SELL_CREDIT,2022-05-06,2022-05-11,5,154.052001953125,143.49322509765625,30,0.6830428368142698,1488.1,11.49,PROFIT_TARGET_50%
443,TSLA,BEAR_CALL_SPREAD,SELL_CREDIT,2022-05-09,2022-05-11,2,262.3699951171875,244.6666717529297,30,1.350632827834822,2025.24,7.8,PROFIT_TARGET_50%
442,NVDA,BEAR_CALL_SPREAD,SELL_CREDIT,2022-05-09,2022-05-12,3,16.899499893188477,16.126808166503906,30,0.3532734195228339,435.72,3.13,PROFIT_TARGET_50%
444,AMD,BEAR_CALL_SPREAD,SELL_CREDIT,2022-05-09,2022-05-17,8,86.36000061035156,102.47000122070312,30,0.5873987403401948,-3732.73,-28.2,STOP_LOSS
441,QQQ,BEAR_CALL_SPREAD,SELL_CREDIT,2022-05-09,2022-05-18,9,289.4267578125,283.572998046875,30,1.3563600600991705,1866.31,7.2,PROFIT_TARGET_50%
445,SPY,BEAR_CALL_SPREAD,SELL_CREDIT,2022-05-10,2022-05-18,8,376.6779479980469,369.8539733886719,30,1.250155474640323,1995.21,7.6,PROFIT_TARGET_50%
446,AAPL,BEAR_CALL_SPREAD,SELL_CREDIT,2022-05-11,2022-05-18,7,143.49322509765625,137.92984008789062,30,0.6673316535929743,1039.77,8.0,PROFIT_TARGET_50%
447,TSLA,BEAR_CALL_SPREAD,SELL_CREDIT,2022-05-11,2022-05-20,9,244.6666717529297,221.3000030517578,30,0.670133978777173,1465.99,11.29,PROFIT_TARGET_50%
449,NVDA,BEAR_CALL_SPREAD,SELL_CREDIT,2022-05-17,2022-05-20,3,18.12284469604492,16.644264221191406,30,0.7708792300127634,1182.41,9.32,PROFIT_TARGET_50%
448,META,BEAR_CALL_SPREAD,SELL_CREDIT,2022-05-12,2022-05-24,12,189.57521057128903,179.7019500732422,30,0.732247057774245,1472.95,11.5,PROFIT_TARGET_50%
450,SPY,BEAR_CALL_SPREAD,SELL_CREDIT,2022-05-18,2022-05-27,9,369.8539733886719,391.93988037109375,30,1.226316396775701,-4475.15,-17.0,STOP_LOSS
453,NVDA,BEAR_CALL_SPREAD,SELL_CREDIT,2022-05-20,2022-05-27,7,16.644264221191406,18.75495338439941,30,0.4158788449609514,-1339.89,-9.74,STOP_LOSS
454,TSLA,BEAR_CALL_SPREAD,SELL_CREDIT,2022-05-20,2022-05-27,7,221.3000030517578,253.2100067138672,30,0.6719390471848783,-2499.17,-19.25,STOP_LOSS
455,AMD,BEAR_CALL_SPREAD,SELL_CREDIT,2022-05-24,2022-06-02,9,91.16000366210938,108.58999633789062,30,0.7341113634897347,-3706.34,-28.96,STOP_LOSS
457,TSLA,BEAR_CALL_SPREAD,SELL_CREDIT,2022-05-27,2022-06-03,7,253.2100067138672,234.51666259765625,30,1.3411390557308565,2309.92,8.89,PROFIT_TARGET_50%
452,AAPL,BEAR_CALL_SPREAD,SELL_CREDIT,2022-05-18,2022-06-06,19,137.92984008789062,143.14064025878906,30,0.7092328991714716,1074.51,8.35,PROFIT_TARGET_50%
456,SPY,BEAR_CALL_SPREAD,SELL_CREDIT,2022-05-27,2022-06-06,10,391.93988037109375,388.6648254394531,30,1.3270020483975102,2259.86,8.69,PROFIT_TARGET_50%
458,META,BEAR_CALL_SPREAD,SELL_CREDIT,2022-05-27,2022-06-06,10,193.4313507080078,192.55902099609372,30,0.6870211334028369,931.59,7.2,PROFIT_TARGET_50%
459,NVDA,BEAR_CALL_SPREAD,SELL_CREDIT,2022-06-02,2022-06-06,4,19.533626556396484,18.73003196716309,30,0.33145723178568576,452.12,3.23,PROFIT_TARGET_50%
451,QQQ,BEAR_CALL_SPREAD,SELL_CREDIT,2022-05-18,2022-06-08,21,283.572998046875,299.6440734863281,30,1.2068542073427615,2674.32,10.14,PROFIT_TARGET_50%
461,SPY,BEAR_CALL_SPREAD,SELL_CREDIT,2022-06-06,2022-06-09,3,388.6648254394531,378.89599609375,30,1.3563928586353171,1910.53,7.37,PROFIT_TARGET_50%
462,AAPL,BEAR_CALL_SPREAD,SELL_CREDIT,2022-06-06,2022-06-10,4,143.14064025878906,134.31556701660156,30,0.6084775807399048,1231.36,9.35,PROFIT_TARGET_50%
463,META,BEAR_CALL_SPREAD,SELL_CREDIT,2022-06-06,2022-06-10,4,192.55902099609372,174.0416717529297,30,0.7231016192209196,1800.37,14.03,PROFIT_TARGET_50%
464,MSFT,BEAR_CALL_SPREAD,SELL_CREDIT,2022-06-06,2022-06-10,4,259.5359191894531,244.31629943847656,30,1.3519479984291252,3091.71,11.92,PROFIT_TARGET_50%
465,QQQ,BEAR_CALL_SPREAD,SELL_CREDIT,2022-06-08,2022-06-10,2,299.6440734863281,281.332763671875,30,1.1406710413581536,2269.57,8.54,PROFIT_TARGET_50%
466,SPY,BEAR_CALL_SPREAD,SELL_CREDIT,2022-06-09,2022-06-10,1,378.89599609375,367.90966796875,30,1.3002672130620994,1745.03,6.69,PROFIT_TARGET_50%
460,TSLA,BEAR_CALL_SPREAD,SELL_CREDIT,2022-06-03,2022-06-13,10,234.51666259765625,215.73666381835935,30,0.6776797202001319,1537.4,11.86,PROFIT_TARGET_50%
467,SPY,BEAR_CALL_SPREAD,SELL_CREDIT,2022-06-10,2022-06-13,3,367.90966796875,353.9408264160156,30,1.1835565969407966,2175.69,8.23,PROFIT_TARGET_50%
468,QQQ,BEAR_CALL_SPREAD,SELL_CREDIT,2022-06-10,2022-06-13,3,281.332763671875,268.2518310546875,30,1.3644115299996145,2334.92,9.01,PROFIT_TARGET_50%
469,AAPL,BEAR_CALL_SPREAD,SELL_CREDIT,2022-06-10,2022-06-13,3,134.31556701660156,129.1732940673828,30,0.5758516000476508,815.02,6.14,PROFIT_TARGET_50%
470,NVDA,BEAR_CALL_SPREAD,SELL_CREDIT,2022-06-10,2022-06-13,3,16.927005767822266,15.603679656982422,30,0.4824350220717305,757.78,5.59,PROFIT_TARGET_50%
471,AMD,BEAR_CALL_SPREAD,SELL_CREDIT,2022-06-10,2022-06-13,3,94.81999969482422,86.98999786376953,30,0.7046136753248753,1075.08,8.34,PROFIT_TARGET_50%
472,SPY,BEAR_CALL_SPREAD,SELL_CREDIT,2022-06-13,2022-06-16,3,353.9408264160156,346.0596923828125,30,1.1606775163176621,1590.44,6.0,PROFIT_TARGET_50%
477,AMD,BEAR_CALL_SPREAD,SELL_CREDIT,2022-06-13,2022-06-16,3,86.98999786376953,82.05000305175781,30,0.5470872099869695,792.41,5.93,PROFIT_TARGET_50%
475,NVDA,BEAR_CALL_SPREAD,SELL_CREDIT,2022-06-13,2022-06-23,10,15.603679656982422,16.180078506469727,30,0.2592228071973873,372.03,2.62,PROFIT_TARGET_50%
478,SPY,BEAR_CALL_SPREAD,SELL_CREDIT,2022-06-16,2022-06-24,8,346.0596923828125,369.7643432617188,30,1.214329711498614,-5144.83,-19.52,STOP_LOSS
473,QQQ,BEAR_CALL_SPREAD,SELL_CREDIT,2022-06-13,2022-06-28,15,268.2518310546875,276.7013244628906,30,1.1070808112871227,1722.0,6.45,PROFIT_TARGET_50%
474,AAPL,BEAR_CALL_SPREAD,SELL_CREDIT,2022-06-13,2022-06-28,15,129.1732940673828,134.6191864013672,30,0.5321438906947762,805.98,6.01,PROFIT_TARGET_50%
